,Gene Symbol,Interactor Symbol,Entrez ID,Evidence,Interactor Name,Uniport ID,Reference,Species,Interaction Type,edge,loci,loci-Gene-Symbol,loci-Interactor-Symbol
186,ADRB2,IDH3A,3419,TAP;      MS,isocitrate dehydrogenase 3 (NAD+) alpha,P50213,23798571,Homo sapiens,Protein Binding,"ADRB2,IDH3A",,5q32,0
187,ADRB2,IDH3B,3420,TAP;      MS,isocitrate dehydrogenase 3 (NAD+) beta,O43837,23798571,Homo sapiens,Protein Binding,"ADRB2,IDH3B",,5q32,0
188,ADRB2,IDH3G,3421,TAP;      MS,isocitrate dehydrogenase 3 (NAD+) gamma,P51553,23798571,Homo sapiens,Protein Binding,"ADRB2,IDH3G",,5q32,0
189,ADRB2,ILVBL,10994,TAP;      MS,ilvB (bacterial acetolactate synthase)-like,A1L0T0,23798571,Homo sapiens,Protein Binding,"ADRB2,ILVBL",,5q32,0
190,ADRB2,IMMT,10989,TAP;      MS,"inner membrane protein, mitochondrial",Q16891,23798571,Homo sapiens,Protein Binding,"ADRB2,IMMT",,5q32,0
191,ADRB2,ITCH,83737,IP/WB,itchy E3 ubiquitin protein ligase,Q96J02,23236378,Homo sapiens,Protein Binding,"ADRB2,ITCH",,5q32,0
192,ADRB2,JKAMP,51528,TAP;      MS;      IP/WB,JNK1/MAPK8-associated membrane protein,Q9P055,23798571,Homo sapiens,Protein Binding,"ADRB2,JKAMP",,5q32,0
193,ADRB2,KCNJ3,3760,GST;      IP/WB;      Bioluminescence resonance energy transfer assay,"potassium inwardly-rectifying channel, subfamily J, member 3",B4DEW7,12297500,Homo sapiens,Protein Binding,"ADRB2,KCNJ3",,5q32,0
194,ADRB2,KCNJ5,3762,GST;      IP/WB;      Bioluminescence resonance energy transfer assay,"potassium inwardly-rectifying channel, subfamily J, member 5",P48544,12297500,Homo sapiens,Protein Binding,"ADRB2,KCNJ5",,5q32,0
195,ADRB2,KIAA0368,23392,TAP;      MS,KIAA0368,J3KN16,23798571,Homo sapiens,Protein Binding,"ADRB2,KIAA0368",,5q32,0
196,ADRB2,KPNB1,3837,TAP;      MS,karyopherin (importin) beta 1,Q14974,23798571,Homo sapiens,Protein Binding,"ADRB2,KPNB1",,5q32,0
197,ADRB2,KRT1,3848,TAP;      MS,keratin 1,P04264,23798571,Homo sapiens,Protein Binding,"ADRB2,KRT1",,5q32,0
198,ADRB2,KRT10,3858,TAP;      MS,keratin 10,P13645,23798571,Homo sapiens,Protein Binding,"ADRB2,KRT10",,5q32,0
199,ADRB2,KRT2,3849,TAP;      MS,keratin 2,P35908,23798571,Homo sapiens,Protein Binding,"ADRB2,KRT2",,5q32,0
200,ADRB2,KRT5,3852,TAP;      MS,keratin 5,P13647,23798571,Homo sapiens,Protein Binding,"ADRB2,KRT5",,5q32,0
201,ADRB2,KRT9,3857,TAP;      MS,keratin 9,P35527,23798571,Homo sapiens,Protein Binding,"ADRB2,KRT9",,5q32,0
202,ADRB2,LMNB1,4001,TAP;      MS,lamin B1,P20700,23798571,Homo sapiens,Protein Binding,"ADRB2,LMNB1",,5q32,0
203,ADRB2,LONP1,9361,TAP;      MS,"lon peptidase 1, mitochondrial",P36776,23798571,Homo sapiens,Protein Binding,"ADRB2,LONP1",,5q32,0
204,ADRB2,LRPPRC,10128,TAP;      MS,leucine-rich pentatricopeptide repeat containing,E5KNY5,23798571,Homo sapiens,Protein Binding,"ADRB2,LRPPRC",,5q32,0
205,ADRB2,MAPK14,1432,TAP;      MS,mitogen-activated protein kinase 14,Q16539,23798571,Homo sapiens,Protein Binding,"ADRB2,MAPK14",,5q32,0
206,ADRB2,MCCC2,64087,TAP;      MS,methylcrotonoyl-CoA carboxylase 2 (beta),Q9HCC0,23798571,Homo sapiens,Protein Binding,"ADRB2,MCCC2",,5q32,0
207,ADRB2,MDM2,4193,Y2H;      IP/WB,"Mdm2, p53 E3 ubiquitin protein ligase homolog (mouse)",Q00987,11588219,Homo sapiens,Protein Binding,"ADRB2,MDM2",,5q32,0
208,ADRB2,MRPL12,6182,TAP;      MS,mitochondrial ribosomal protein L12,P52815,23798571,Homo sapiens,Protein Binding,"ADRB2,MRPL12",,5q32,0
209,ADRB2,MTHFD1,4522,TAP;      MS,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase",G3V2B8,23798571,Homo sapiens,Protein Binding,"ADRB2,MTHFD1",,5q32,0
210,ADRB2,MTHFD1L,25902,TAP;      MS,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,B7ZM99,23798571,Homo sapiens,Protein Binding,"ADRB2,MTHFD1L",,5q32,0
211,ADRB2,MYLK2,85366,TAP;      MS,myosin light chain kinase 2,Q9H1R3,23798571,Homo sapiens,Protein Binding,"ADRB2,MYLK2",,5q32,0
212,ADRB2,NDUFA4,4697,TAP;      MS,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa",O00483,23798571,Homo sapiens,Protein Binding,"ADRB2,NDUFA4",,5q32,0
213,ADRB2,NDUFA5,4698,TAP;      MS,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa",Q16718,23798571,Homo sapiens,Protein Binding,"ADRB2,NDUFA5",,5q32,7q31.32
214,ADRB2,NDUFS2,4720,TAP;      MS,"NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)",O75306,23798571,Homo sapiens,Protein Binding,"ADRB2,NDUFS2",,5q32,0
215,ADRB2,NDUFS3,4722,TAP;      MS,"NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)",O75489,23798571,Homo sapiens,Protein Binding,"ADRB2,NDUFS3",,5q32,0
216,ADRB2,NDUFV1,4723,TAP;      MS,"NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa",P49821,23798571,Homo sapiens,Protein Binding,"ADRB2,NDUFV1",,5q32,0
217,ADRB2,NEDD4,4734,IP/WB,"neural precursor cell expressed, developmentally down-regulated 4",P46934,20559325,Homo sapiens,Protein Binding,"ADRB2,NEDD4",,5q32,0
218,ADRB2,NPLOC4,55666,TAP;      MS,nuclear protein localization 4 homolog (S. cerevisiae),Q8TAT6,23798571,Homo sapiens,Protein Binding,"ADRB2,NPLOC4",,5q32,0
219,ADRB2,NSF,4905,TAP;      MS,N-ethylmaleimide-sensitive factor,P46459,23798571,Homo sapiens,Protein Binding,"ADRB2,NSF",,5q32,0
220,ADRB2,NUP155,9631,TAP;      MS,nucleoporin 155kDa,O75694,23798571,Homo sapiens,Protein Binding,"ADRB2,NUP155",,5q32,5p13.2
221,ADRB2,NUP210,23225,TAP;      MS,nucleoporin 210kDa,Q8TEM1,23798571,Homo sapiens,Protein Binding,"ADRB2,NUP210",,5q32,0
222,ADRB2,NUP93,9688,TAP;      MS,nucleoporin 93kDa,Q8N1F7,23798571,Homo sapiens,Protein Binding,"ADRB2,NUP93",,5q32,0
223,ADRB2,OAT,4942,TAP;      MS,ornithine aminotransferase,P04181,23798571,Homo sapiens,Protein Binding,"ADRB2,OAT",,5q32,0
224,ADRB2,OPRD1,4985,IP/WB;      Bioluminescence resonance energy transfer assay,Delta-type opioid receptor,P41143,11278447,Homo sapiens,Protein Binding,"ADRB2,OPRD1",,5q32,0
225,ADRB2,OXTR,5021,IP/WB;      Bioluminescence resonance energy transfer assay;      Protein-fragment complementation assay,oxytocin receptor,P30559,21963428,Homo sapiens,Protein Binding,"ADRB2,OXTR",,5q32,3p25.3
226,ADRB2,PC,5091,TAP;      MS,pyruvate carboxylase,P11498,23798571,Homo sapiens,Protein Binding,"ADRB2,PC",,5q32,11q13.2
227,ADRB2,PCBP1,5093,TAP;      MS,poly(rC) binding protein 1,Q15365,23798571,Homo sapiens,Protein Binding,"ADRB2,PCBP1",,5q32,0
228,ADRB2,PCBP2,5094,TAP;      MS,poly(rC) binding protein 2,Q15366,23798571,Homo sapiens,Protein Binding,"ADRB2,PCBP2",,5q32,0
229,ADRB2,PDHA1,5160,TAP;      MS,pyruvate dehydrogenase (lipoamide) alpha 1,P08559,23798571,Homo sapiens,Protein Binding,"ADRB2,PDHA1",,5q32,0
230,ADRB2,PDHB,5162,TAP;      MS,pyruvate dehydrogenase (lipoamide) beta,P11177,23798571,Homo sapiens,Protein Binding,"ADRB2,PDHB",,5q32,0
231,ADRB2,PDIA6,10130,TAP;      MS,"protein disulfide isomerase family A, member 6",Q15084,23798571,Homo sapiens,Protein Binding,"ADRB2,PDIA6",,5q32,0
232,ADRB2,PGRMC1,10857,TAP;      MS;      IP/WB,progesterone receptor membrane component 1,O00264,23798571,Homo sapiens,Protein Binding,"ADRB2,PGRMC1",,5q32,0
233,ADRB2,PHB,5245,TAP;      MS,prohibitin,P35232,23798571,Homo sapiens,Protein Binding,"ADRB2,PHB",,5q32,0
234,ADRB2,PHB2,11331,TAP;      MS,prohibitin 2,Q99623,23798571,Homo sapiens,Protein Binding,"ADRB2,PHB2",,5q32,0
235,ADRB2,PON2,5445,TAP;      MS,paraoxonase 2,Q15165,23798571,Homo sapiens,Protein Binding,"ADRB2,PON2",,5q32,0
236,ADRB2,PPP3CA,5530,IP/WB,"protein phosphatase 3, catalytic subunit, alpha isozyme",Q08209,9880537,Homo sapiens,Protein Binding,"ADRB2,PPP3CA",,5q32,4q24
237,ADRB2,PRKDC,5591,TAP;      MS,"protein kinase, DNA-activated, catalytic polypeptide",P78527,23798571,Homo sapiens,Protein Binding,"ADRB2,PRKDC",,5q32,8q11.21
238,ADRB2,PSMD2,5708,TAP;      MS,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2",Q13200,23798571,Homo sapiens,Protein Binding,"ADRB2,PSMD2",,5q32,0
239,ADRB2,PTGER1,5731,IP/WB;      Bioluminescence resonance energy transfer assay,Prostaglandin E2 receptor EP1 subtype,P34995,16670773,Homo sapiens,Protein Binding,"ADRB2,PTGER1",,5q32,0
240,ADRB2,RAB18,22931,TAP;      MS,"RAB18, member RAS oncogene family",Q9NP72,23798571,Homo sapiens,Protein Binding,"ADRB2,RAB18",,5q32,0
241,ADRB2,RAN,5901,TAP;      MS,"RAN, member RAS oncogene family",A8K3Z8,23798571,Homo sapiens,Protein Binding,"ADRB2,RAN",,5q32,0
242,ADRB2,RANBP2,5903,TAP;      MS,RAN binding protein 2,P49792,23798571,Homo sapiens,Protein Binding,"ADRB2,RANBP2",,5q32,0
243,ADRB2,REL,5966,Y2H,v-rel reticuloendotheliosis viral oncogene homolog (avian),Q04864,24722188,Homo sapiens,Protein Binding,"ADRB2,REL",,5q32,0
244,ADRB2,RNF5,6048,TAP;      MS;      IP/WB,"ring finger protein 5, E3 ubiquitin protein ligase",Q99942,23798571,Homo sapiens,Protein Binding,"ADRB2,RNF5",,5q32,0
245,ADRB2,RPLP1,6176,TAP;      MS,"ribosomal protein, large, P1",P05386,23798571,Homo sapiens,Protein Binding,"ADRB2,RPLP1",,5q32,0
246,ADRB2,RPN1,6184,TAP;      MS,ribophorin I,P04843,23798571,Homo sapiens,Protein Binding,"ADRB2,RPN1",,5q32,0
247,ADRB2,RPN2,6185,TAP;      MS,ribophorin II,P04844,23798571,Homo sapiens,Protein Binding,"ADRB2,RPN2",,5q32,0
248,ADRB2,RPS5,6193,TAP;      MS,ribosomal protein S5,P46782,23798571,Homo sapiens,Protein Binding,"ADRB2,RPS5",,5q32,0
249,ADRB2,SEC22B,9554,TAP;      MS,Vesicle-trafficking protein SEC22b,O75396,23798571,Homo sapiens,Protein Binding,"ADRB2,SEC22B",,5q32,0
250,ADRB2,SEC61A1,29927,TAP;      MS,Sec61 alpha 1 subunit (S. cerevisiae),P61619,23798571,Homo sapiens,Protein Binding,"ADRB2,SEC61A1",,5q32,0
251,ADRB2,SERPINH1,871,TAP;      MS,"serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)",A8K259,23798571,Homo sapiens,Protein Binding,"ADRB2,SERPINH1",,5q32,0
252,ADRB2,SHMT2,6472,TAP;      MS,serine hydroxymethyltransferase 2 (mitochondrial),P34897,23798571,Homo sapiens,Protein Binding,"ADRB2,SHMT2",,5q32,0
253,ADRB2,SLC1A5,6510,TAP;      MS,"solute carrier family 1 (neutral amino acid transporter), member 5",B4DWS4,23798571,Homo sapiens,Protein Binding,"ADRB2,SLC1A5",,5q32,0
254,ADRB2,SLC25A10,1468,TAP;      MS,"solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10",Q9UBX3,23798571,Homo sapiens,Protein Binding,"ADRB2,SLC25A10",,5q32,0
255,ADRB2,SLC25A11,8402,TAP;      MS,"solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11",Q6IBH0,23798571,Homo sapiens,Protein Binding,"ADRB2,SLC25A11",,5q32,0
256,ADRB2,SLC25A13,10165,TAP;      MS,"solute carrier family 25 (aspartate/glutamate carrier), member 13",Q9UJS0,23798571,Homo sapiens,Protein Binding,"ADRB2,SLC25A13",,5q32,0
257,ADRB2,SLC25A3,5250,TAP;      MS,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3",Q00325,23798571,Homo sapiens,Protein Binding,"ADRB2,SLC25A3",,5q32,0
258,ADRB2,SLC25A5,292,TAP;      MS,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5",P05141,23798571,Homo sapiens,Protein Binding,"ADRB2,SLC25A5",,5q32,0
259,ADRB2,SLC25A6,293,TAP;      MS,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6",P12236,23798571,Homo sapiens,Protein Binding,"ADRB2,SLC25A6",,5q32,0
260,ADRB2,SLC39A14,23516,X-ray crystallography,"solute carrier family 39 (zinc transporter), member 14",Q15043,11882663,Homo sapiens,Protein Binding,"ADRB2,SLC39A14",,5q32,0
261,ADRB2,SLC9A3R1,9368,GST;      Blot overlay assay,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1",O14745,9671706,Homo sapiens,Protein Binding,"ADRB2,SLC9A3R1",,5q32,0
262,ADRB2,SLC9A3R2,9351,GST;      Blot overlay assay;      TAP;      MS,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2",Q6NTG0,9671706,Homo sapiens,Protein Binding,"ADRB2,SLC9A3R2",,5q32,0
263,ADRB2,SLIRP,81892,TAP;      MS,SRA stem-loop interacting RNA binding protein,Q9GZT3,23798571,Homo sapiens,Protein Binding,"ADRB2,SLIRP",,5q32,0
264,ADRB2,SPTLC1,10558,TAP;      MS,"serine palmitoyltransferase, long chain base subunit 1",O15269,23798571,Homo sapiens,Protein Binding,"ADRB2,SPTLC1",,5q32,0
265,ADRB2,SRPRB,58477,TAP;      MS,"signal recognition particle receptor, B subunit",Q549N5,23798571,Homo sapiens,Protein Binding,"ADRB2,SRPRB",,5q32,0
266,ADRB2,SSR4,6748,TAP;      MS,"signal sequence receptor, delta",P51571,23798571,Homo sapiens,Protein Binding,"ADRB2,SSR4",,5q32,0
267,ADRB2,STOM,2040,TAP;      MS,stomatin,P27105,23798571,Homo sapiens,Protein Binding,"ADRB2,STOM",,5q32,0
268,ADRB2,SV2A,9900,TAP;      MS,Synaptic vesicle glycoprotein 2A,Q7L0J3,23798571,Homo sapiens,Protein Binding,"ADRB2,SV2A",,5q32,0
269,ADRB2,SYNJ2BP,55333,TAP;      MS,synaptojanin 2 binding protein,P57105,23798571,Homo sapiens,Protein Binding,"ADRB2,SYNJ2BP",,5q32,0
270,ADRB2,TARDBP,23435,TAP;      MS,TAR DNA binding protein,Q13148,23798571,Homo sapiens,Protein Binding,"ADRB2,TARDBP",,5q32,0
271,ADRB2,TAS2R14,50840,IP/WB;  Co-localization,taste 2 receptor member 14,Q9NYV8,27342779,Homo sapiens,Protein Binding,"ADRB2,TAS2R14",,5q32,0
272,ADRB2,TFRC,7037,TAP;      MS,"transferrin receptor (p90, CD71)",P02786,23798571,Homo sapiens,Protein Binding,"ADRB2,TFRC",,5q32,0
273,ADRB2,TIMM50,92609,TAP;      MS,translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae),Q3ZCQ8,23798571,Homo sapiens,Protein Binding,"ADRB2,TIMM50",,5q32,0
274,ADRB2,TM9SF3,56889,TAP;      MS,transmembrane 9 superfamily member 3,Q9HD45,23798571,Homo sapiens,Protein Binding,"ADRB2,TM9SF3",,5q32,0
275,ADRB2,TMEM33,55161,TAP;      MS,transmembrane protein 33,P57088,23798571,Homo sapiens,Protein Binding,"ADRB2,TMEM33",,5q32,0
276,ADRB2,TMUB1,83590,TAP;      MS,transmembrane and ubiquitin-like domain containing 1,Q9BVT8,23798571,Homo sapiens,Protein Binding,"ADRB2,TMUB1",,5q32,0
277,ADRB2,TMX1,81542,TAP;      MS,thioredoxin-related transmembrane protein 1,Q9H3N1,23798571,Homo sapiens,Protein Binding,"ADRB2,TMX1",,5q32,0
278,ADRB2,TOMM70A,9868,TAP;      MS,translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae),O94826,23798571,Homo sapiens,Protein Binding,"ADRB2,TOMM70A",,5q32,0
279,ADRB2,TRAF1,7185,TAP;      MS,TNF receptor-associated factor 1,Q13077,23798571,Homo sapiens,Protein Binding,"ADRB2,TRAF1",,5q32,0
280,ADRB2,TTN,7273,TAP;      MS,titin,Q8WZ42,23798571,Homo sapiens,Protein Binding,"ADRB2,TTN",,5q32,2q31.2
281,ADRB2,TUBB,203068,TAP;      MS,"tubulin, beta",P07437,23798571,Homo sapiens,Protein Binding,"ADRB2,TUBB",,5q32,0
282,ADRB2,TUBB2A,7280,TAP;      MS,"tubulin, beta 2A class IIa",Q13885,23798571,Homo sapiens,Protein Binding,"ADRB2,TUBB2A",,5q32,0
283,ADRB2,TUFM,7284,TAP;      MS,"Tu translation elongation factor, mitochondrial",P49411,23798571,Homo sapiens,Protein Binding,"ADRB2,TUFM",,5q32,0
284,ADRB2,UBA52,7311,TAP;      MS,ubiquitin A-52 residue ribosomal protein fusion product 1,P62987,23798571,Homo sapiens,Protein Binding,"ADRB2,UBA52",,5q32,0
285,ADRB2,UBB,7314,TAP;      MS,ubiquitin B,P0CG47,23798571,Homo sapiens,Protein Binding,"ADRB2,UBB",,5q32,0
286,ADRB2,UBC,7316,IP/WB,ubiquitin C,P63279,11588219,Homo sapiens,Protein Binding,"ADRB2,UBC",,5q32,0
287,ADRB2,UBXN8,7993,TAP;      MS,UBX domain-containing protein 8,O00124,23798571,Homo sapiens,Protein Binding,"ADRB2,UBXN8",,5q32,0
288,ADRB2,UCHL1,7345,GST;      Y2H;      IP/WB,ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase),P09936,19477270,Homo sapiens,Protein Binding,"ADRB2,UCHL1",,5q32,0
289,ADRB2,UFD1L,7353,TAP;      MS,ubiquitin fusion degradation 1 like (yeast),Q541A5,23798571,Homo sapiens,Protein Binding,"ADRB2,UFD1L",,5q32,0
290,ADRB2,UQCRC2,7385,TAP;      MS,"Cytochrome b-c1 complex subunit 2, mitochondrial",P22695,23798571,Homo sapiens,Protein Binding,"ADRB2,UQCRC2",,5q32,0
291,ADRB2,USP20,10868,LC-MS/MS,ubiquitin specific peptidase 20,Q9Y2K6,23166351,Homo sapiens,Protein Binding,"ADRB2,USP20",,5q32,0
292,ADRB2,USP33,23032,LC-MS/MS,ubiquitin specific peptidase 33,Q8TEY7,23166351,Homo sapiens,Protein Binding,"ADRB2,USP33",,5q32,0
293,ADRB2,VCP,7415,TAP;      MS,valosin containing protein,P55072,23798571,Homo sapiens,Protein Binding,"ADRB2,VCP",,5q32,0
294,ADRB2,VDAC2,7417,TAP;      MS,voltage-dependent anion channel 2,P45880,23798571,Homo sapiens,Protein Binding,"ADRB2,VDAC2",,5q32,0
295,ADRB2,VHL,7428,GST;      IP/WB;      LC-MS/MS;      Far Western Blot,von Hippel-Lindau tumor suppressor,P40337,19584355,Homo sapiens,Protein Binding,"ADRB2,VHL",,5q32,0
296,ADRB2,SRC,6714,IP/WB,v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian),P12931,11013230,Homo sapiens,Protein Binding,"ADRB2,SRC",,5q32,0
297,ADRB2,GRB2,2885,GST;      IP/WB,growth factor receptor-bound protein 2,P62993,9830057,Homo sapiens,Protein Binding,"ADRB2,GRB2",,5q32,0
298,ADSL,ALOX5,240,IP;     LC-MS/MS,arachidonate 5-lipoxygenase,P09917,26186194,Homo sapiens,Protein Binding,"ADSL,ALOX5",,22q13.1,0
299,ADSL,CALCOCO2,10241,Y2H,calcium binding and coiled-coil domain 2,Q13137,24722188,Homo sapiens,Protein Binding,"ADSL,CALCOCO2",,22q13.1,0
300,ADSL,CHD8,57680,ChIP-chip,chromodomain helicase DNA binding protein 8,Q9HCK8,24265227,Homo sapiens,DNA Binding,"ADSL,CHD8",,22q13.1,14q11.2
301,ADSL,COMTD1,118881,IP;     LC-MS/MS,catechol-O-methyltransferase domain containing 1,Q86VU5,26186194,Homo sapiens,Protein Binding,"ADSL,COMTD1",,22q13.1,0
302,ADSL,DDA1,79016,IP;      MS;      COMPASS,DET1 and DDB1 associated 1,Q9BW61,20562859,Homo sapiens,Protein Binding,"ADSL,DDA1",,22q13.1,0
303,ADSL,FGB,2244,IP;     LC-MS/MS,fibrinogen beta chain,P02675,26186194,Homo sapiens,Protein Binding,"ADSL,FGB",,22q13.1,0
304,ADSL,FMR1,2332,PAR-CLIP,fragile X mental retardation 1,G8JLE9,23235829,Homo sapiens,RNA Binding,"ADSL,FMR1",,22q13.1,Xq27.3
305,ADSL,GTF2E2,2961,IP;     LC-MS/MS,"general transcription factor IIE, polypeptide 2, beta 34kDa",P29084,26186194,Homo sapiens,Protein Binding,"ADSL,GTF2E2",,22q13.1,0
306,ADSL,GTF2I,2969,Size-exclusion chromatography (SEC);      PCP;      SILAC,general transcription factor IIi,P78347,22863883,Homo sapiens,Protein Binding,"ADSL,GTF2I",,22q13.1,7q11.23
307,ADSL,KLHL20,27252,IP;     LC-MS/MS,kelch-like family member 20,Q9Y2M5,26186194,Homo sapiens,Protein Binding,"ADSL,KLHL20",,22q13.1,1q25.1
308,ADSL,REL,5966,Y2H,v-rel reticuloendotheliosis viral oncogene homolog (avian),Q04864,24722188,Homo sapiens,Protein Binding,"ADSL,REL",,22q13.1,0
309,ADSL,SNRNP27,11017,IP;     LC-MS/MS,small nuclear ribonucleoprotein 27kDa (U4/U6.U5),A8K513,26186194,Homo sapiens,Protein Binding,"ADSL,SNRNP27",,22q13.1,0
310,ADSL,TEKT2,27285,IP;     LC-MS/MS,Tektin-2,Q9UIF3,26186194,Homo sapiens,Protein Binding,"ADSL,TEKT2",,22q13.1,0
311,ADSL,TEKT4,150483,IP;     LC-MS/MS,Tektin-4,Q8WW24,26186194,Homo sapiens,Protein Binding,"ADSL,TEKT4",,22q13.1,0
312,ADSL,USP15,9958,IP;      MS;      COMPASS,ubiquitin specific peptidase 15,Q9Y4E8,19615732,Homo sapiens,Protein Binding,"ADSL,USP15",,22q13.1,12q14.1
313,ADSL,USP4,7375,IP;      MS;      COMPASS,ubiquitin specific peptidase 4 (proto-oncogene),Q13107,19615732,Homo sapiens,Protein Binding,"ADSL,USP4",,22q13.1,0
314,ADSL,USP47,55031,IP;     LC-MS/MS,ubiquitin specific peptidase 47,Q96K76,26186194,Homo sapiens,Protein Binding,"ADSL,USP47",,22q13.1,0
315,AFF2,FMR1,2332,PAR-CLIP,fragile X mental retardation 1,G8JLE9,23235829,Homo sapiens,RNA Binding,"AFF2,FMR1",,Xq28,Xq27.3
328,AFF4,CHD8,57680,CHIP-seq,chromodomain helicase DNA binding protein 8,Q9HCK8,25752243,Homo sapiens,DNA Binding,"AFF4,CHD8",,0,14q11.2
353,AFF4,TOP3B,8940,IP/WB,topoisomerase (DNA) III beta,O95985,23912945,Homo sapiens,Protein Binding,"AFF4,TOP3B",,0,22q11.22
355,AGAP1,ARF1,375,GTP hydrolysis assay,ADP-ribosylation factor 1,Q8N6T3,12388557,Homo sapiens,Direct Regulation,"AGAP1,ARF1",,2q37.2,0
356,AGAP1,CBWD1,55871,IP;     LC-MS/MS,COBW domain containing 1,Q9BRT8,26186194,Homo sapiens,Protein Binding,"AGAP1,CBWD1",,2q37.2,0
357,AGAP1,EPHA7,2045,IP;     LC-MS/MS,EPH receptor A7,Q15375,26186194,Homo sapiens,Protein Binding,"AGAP1,EPHA7",,2q37.2,0
358,AGAP1,FLCN,201163,IP;     LC-MS/MS,folliculin,Q8NFG4,26186194,Homo sapiens,Protein Binding,"AGAP1,FLCN",,2q37.2,0
359,AGAP1,GUCY1A3,2982,Y2H;      Affinity chromatography;      IP/WB,"guanylate cyclase 1, soluble, alpha 3",Q02108,15381706,Homo sapiens,Protein Binding,"AGAP1,GUCY1A3",,2q37.2,0
360,AGAP1,GUCY1B3,2983,Y2H;      Affinity chromatography;      IP/WB,"guanylate cyclase 1, soluble, beta 3",Q02153,15381706,Homo sapiens,Protein Binding,"AGAP1,GUCY1B3",,2q37.2,0
361,AGAP1,LZTS2,84445,IP;     LC-MS/MS,"leucine zipper, putative tumor suppressor 2",Q9BRK4,26186194,Homo sapiens,Protein Binding,"AGAP1,LZTS2",,2q37.2,10q24.31
362,AGAP1,MIER2,54531,IP;     LC-MS/MS,"mesoderm induction early response 1, family member 2",Q8N344,26186194,Homo sapiens,Protein Binding,"AGAP1,MIER2",,2q37.2,0
363,AGAP1,P4HA3,283208,IP;     LC-MS/MS,"prolyl 4-hydroxylase, alpha polypeptide III",Q7Z4N8,26186194,Homo sapiens,Protein Binding,"AGAP1,P4HA3",,2q37.2,0
364,AGAP1,PCDHA10,56139,IP;     LC-MS/MS,Protocadherin alpha-10,Q9Y5I2-2,26186194,Homo sapiens,Protein Binding,"AGAP1,PCDHA10",,2q37.2,5q31.3
365,AGAP1,PCDHA12,56137,IP;     LC-MS/MS,Protocadherin alpha-12,Q9UN75-2,26186194,Homo sapiens,Protein Binding,"AGAP1,PCDHA12",,2q37.2,5q31.3
369,AGBL4,FMR1,2332,PAR-CLIP,fragile X mental retardation 1,G8JLE9,23235829,Homo sapiens,RNA Binding,"AGBL4,FMR1",,1p33,Xq27.3
371,AGTR2,MTUS1,57509,Y2H;      IP/WB,microtubule associated tumor suppressor 1,Q9ULD2,15123706,Homo sapiens,Protein Binding,"AGTR2,MTUS1",,Xq23,0
373,AHI1,FMR1,2332,PAR-CLIP;      RNA immunoprecipitation (RIP),fragile X mental retardation 1,G8JLE9,23235829,Homo sapiens,RNA Binding,"AHI1,FMR1",,0,Xq27.3
378,ALDH5A1,C17ORF90,339229,IP;     LC-MS/MS,oxidoreductase-like domain containing 1,Q5BKU9,26186194,Homo sapiens,Protein Binding,"ALDH5A1,C17ORF90",,6p22.3,0
379,ALDH5A1,C1ORF85,112770,IP;     LC-MS/MS,GAN,Q8WWB7,26186194,Homo sapiens,Protein Binding,"ALDH5A1,C1ORF85",,6p22.3,0
380,ALDH5A1,FGL1,2267,IP;     LC-MS/MS,Fibrinogen-like protein 1,Q08830,26186194,Homo sapiens,Protein Binding,"ALDH5A1,FGL1",,6p22.3,0
381,ALDH5A1,FMR1,2332,PAR-CLIP,fragile X mental retardation 1,G8JLE9,23235829,Homo sapiens,RNA Binding,"ALDH5A1,FMR1",,6p22.3,Xq27.3
